name,position,year,height,weight
Earl Williams,PF,1977,2.0066,104.308390023
Gus Williams,PG,1977,1.8796,79.365079365
Nate Williams,SF,1977,1.9558,97.505668934
John Williamson,PG,1977,1.8796,83.900226757
John Williamson,PG,1977,1.8796,83.900226757
John Williamson,PG,1977,1.8796,83.900226757
Bill Willoughby,PF,1977,2.032,92.970521542
Bobby Wilson,SF,1977,2.032,97.505668934
Brian Winters,SG,1977,1.9304,83.900226757
Willie Wise,SF,1977,1.9558,95.238095238
Dave Wohl,PG,1977,1.8796,83.900226757
Dave Wohl,PG,1977,1.8796,83.900226757
Dave Wohl,PG,1977,1.8796,83.900226757
Larry Wright,PG,1977,1.8542,72.562358277
,,,,
Zaid Abdul-Aziz,PF,1978,2.0574,106.575963719
Zaid Abdul-Aziz,PF,1978,2.0574,106.575963719
Zaid Abdul-Aziz,PF,1978,2.0574,106.575963719
Kareem Abdul-Jabbar*,,1978,,
Tom Abernethy,SF,1978,2.0066,99.77324263
Alvan Adams,PF,1978,2.0574,95.238095238
Lucius Allen,PG,1978,1.8796,79.365079365
Jim Ard,PF,1978,2.032,97.505668934
Jim Ard,PF,1978,2.032,97.505668934
Jim Ard,PF,1978,2.032,97.505668934
Tate Armstrong,PG,1978,1.905,79.365079365
Bird Averitt,PG,1978,1.8542,77.097505669
Bird Averitt,PG,1978,1.8542,77.097505669
Bird Averitt,PG,1978,1.8542,77.097505669
Dennis Awtrey,C,1978,2.0828,106.575963719
Gus Bailey,SG,1978,1.9558,83.900226757
Greg Ballard,SF,1978,2.0066,97.505668934
Mike Bantom,PF,1978,2.0574,90.702947846
Marvin Barnes,PF,1978,2.032,95.238095238
Marvin Barnes,PF,1978,2.032,95.238095238
Marvin Barnes,PF,1978,2.032,95.238095238
Rick Barry*,,1978,,
Tim Bassett,PF,1978,2.032,102.040816327
Butch Beard,PG,1978,1.905,83.900226757
Ron Behagen,PF,1978,2.0574,83.900226757
Ron Behagen,PF,1978,2.0574,83.900226757
Ron Behagen,PF,1978,2.0574,83.900226757
Ron Behagen,PF,1978,2.0574,83.900226757
Mel Bennett,SF,1978,2.0066,90.702947846
Kent Benson,C,1978,2.0828,106.575963719
Henry Bibby,PG,1978,1.8542,83.900226757
Bob Bigelow,SF,1978,2.0066,97.505668934
Bob Bigelow,SF,1978,2.0066,97.505668934
Bob Bigelow,SF,1978,2.0066,97.505668934
Dave Bing*,,1978,,
Otis Birdsong,PG,1978,1.905,86.167800454
Tom Boerwinkle,C,1978,2.1336,120.181405896
Phil Bond,PG,1978,1.8796,79.365079365
Ron Boone,SG,1978,1.8796,90.702947846
Jim Bostic,SF,1978,2.0066,102.040816327
Tom Boswell,PF,1978,2.0574,99.77324263
Freddie Boyd,PG,1978,1.8796,81.632653061
Alonzo Bradley,SF,1978,1.9812,86.167800454
Mike Bratz,PG,1978,1.8796,83.900226757
Jim Brewer,PF,1978,2.0574,95.238095238
Junior Bridgeman,SF,1978,1.9558,95.238095238
Allan Bristow,SF,1978,2.0066,95.238095238
Wayman Britt,PG,1978,1.8796,83.900226757
Gary Brokaw,PG,1978,1.9304,80.725623583
Fred Brown,PG,1978,1.905,82.53968254
John Brown,SF,1978,2.0066,99.77324263
Joe Bryant,PF,1978,2.0574,83.900226757
Quinn Buckner,PG,1978,1.905,86.167800454
Ticky Burden,PG,1978,1.8796,83.900226757
Tom Burleson,C,1978,2.1844,102.040816327
Don Buse,PG,1978,1.9304,86.167800454
Corky Calhoun,SF,1978,2.0066,95.238095238
Mack Calvin,PG,1978,1.8288,74.829931973
Austin Carr,PG,1978,1.9304,90.702947846
Kenny Carr,SF,1978,2.0066,99.77324263
M.L. Carr,SF,1978,1.9812,92.970521542
Bob Carrington,SG,1978,1.9812,88.43537415
Bob Carrington,SG,1978,1.9812,88.43537415
Bob Carrington,SG,1978,1.9812,88.43537415
Harvey Catchings,PF,1978,2.0574,98.866213152
Don Chaney,PG,1978,1.9558,95.238095238
Don Chaney,PG,1978,1.9558,95.238095238
Don Chaney,PG,1978,1.9558,95.238095238
Ken Charles,PG,1978,1.905,81.632653061
Phil Chenier,PG,1978,1.905,81.632653061
Jim Chones,PF,1978,2.1082,99.77324263
Jim Cleamons,PG,1978,1.905,83.900226757
E.C. Coleman,SF,1978,2.032,102.040816327
Doug Collins,SG,1978,1.9812,81.632653061
Norm Cook,SF,1978,2.032,95.238095238
Dave Cowens*,,1978,,
Wesley Cox,SF,1978,1.9812,97.505668934
Charlie Criss,PG,1978,1.7272,74.829931973
Mark Crow,SF,1978,2.0066,95.238095238
Louie Dampier*,,1978,,
Bob Dandridge,SF,1978,1.9812,88.43537415
Adrian Dantley*,,1978,,
Adrian Dantley*,,1978,,
Adrian Dantley*,,1978,,
Brad Davis,PG,1978,1.905,81.632653061
Johnny Davis,PG,1978,1.8796,77.097505669
Walter Davis,SG,1978,1.9812,87.528344671
Darryl Dawkins,C,1978,2.1082,113.832199546
Derrek Dickey,SF,1978,2.0066,98.866213152
Derrek Dickey,SF,1978,2.0066,98.866213152
Derrek Dickey,SF,1978,2.0066,98.866213152
Coby Dietrick,PF,1978,2.0828,99.77324263
Ernie DiGregorio,PG,1978,1.8288,81.632653061
Ernie DiGregorio,PG,1978,1.8288,81.632653061
Ernie DiGregorio,PG,1978,1.8288,81.632653061
Jacky Dorsey,SF,1978,2.0066,104.308390023
Jacky Dorsey,SF,1978,2.0066,104.308390023
Jacky Dorsey,SF,1978,2.0066,104.308390023
Leon Douglas,PF,1978,2.0828,104.308390023
John Drew,SF,1978,1.9812,92.970521542
Charles Dudley,PG,1978,1.8796,81.632653061
Mike Dunleavy,PG,1978,1.905,81.632653061
Mike Dunleavy,PG,1978,1.905,81.632653061
Mike Dunleavy,PG,1978,1.905,81.632653061
T.R. Dunn,SG,1978,1.9304,87.074829932
Jim Eakins,C,1978,2.1082,97.505668934
Jim Eakins,C,1978,2.1082,97.505668934
Jim Eakins,C,1978,2.1082,97.505668934
Al Eberhard,SF,1978,1.9812,102.040816327
James Edwards,PF,1978,2.1336,102.040816327
James Edwards,PF,1978,2.1336,102.040816327
James Edwards,PF,1978,2.1336,102.040816327
Bo Ellis,SF,1978,2.0574,89.342403628
Joe Smith,SF,2001,2.0828,102.040816327
Michael Smith,SF,2001,2.0828,102.040816327
Mike Smith,SF,2001,2.032,88.43537415
Steve Smith,PG,2001,2.0066,90.702947846
Tony Smith,PG,2001,1.905,83.900226757
Eric Snow,PG,2001,1.905,86.167800454
Felton Spencer,C,2001,2.1336,120.181405896
Latrell Sprewell,PG,2001,1.9558,86.167800454
Jerry Stackhouse,SG,2001,1.9812,98.866213152
John Starks,PG,2001,1.905,81.632653061
Vladimir Stepania,C,2001,2.1336,107.029478458
DeShawn Stevenson,PG,2001,1.9558,95.238095238
Michael Stewart,C,2001,2.0828,104.308390023
Bryant Stith,PG,2001,1.9558,94.33106576
John Stockton*,,2001,,
Peja Stojakovic,SF,2001,2.0574,99.77324263
Damon Stoudamire,PG,2001,1.778,77.551020408
Erick Strickland,PG,2001,1.905,95.238095238
Erick Strickland,PG,2001,1.905,95.238095238
Erick Strickland,PG,2001,1.905,95.238095238
Mark Strickland,SF,2001,2.0574,95.238095238
Mark Strickland,SF,2001,2.0574,95.238095238
Mark Strickland,SF,2001,2.0574,95.238095238
Rod Strickland,PG,2001,1.905,79.365079365
Rod Strickland,PG,2001,1.905,79.365079365
Rod Strickland,PG,2001,1.905,79.365079365
Derek Strong,SF,2001,2.032,99.77324263
Bruno Sundov,C,2001,2.1844,99.77324263
Bob Sura,PG,2001,1.9558,90.702947846
Stromile Swift,SF,2001,2.0574,102.040816327
Wally Szczerbiak,SF,2001,2.0066,110.657596372
Zan Tabak,C,2001,2.1336,111.111111111
Dragan Tarlac,C,2001,2.0828,117.9138322
Maurice Taylor,SF,2001,2.0574,117.9138322
Jason Terry,PG,2001,1.8796,83.900226757
Jamel Thomas,SF,2001,1.9812,97.505668934
Kenny Thomas,SF,2001,2.0066,118.367346939
Kurt Thomas,SF,2001,2.0574,104.308390023
Tim Thomas,SF,2001,2.0828,104.308390023
Otis Thorpe,PF,2001,2.0574,102.040816327
Robert Traylor,SF,2001,2.032,128.798185941
Gary Trent,SF,2001,2.032,113.378684807
Jake Tsakalidis,C,2001,2.1844,129.25170068
Hedo Turkoglu,SF,2001,2.0828,99.77324263
Nick Van,,2001,,
Keith Van,,2001,,
David Vanterpool,PG,2001,1.9558,90.702947846
Jacque Vaughn,PG,2001,1.8542,86.167800454
Loy Vaught,SF,2001,2.0574,104.308390023
Loy Vaught,SF,2001,2.0574,104.308390023
Loy Vaught,SF,2001,2.0574,104.308390023
Jake Voskuhl,C,2001,2.1082,111.111111111
Antoine Walker,SF,2001,2.032,101.587301587
Samaki Walker,SF,2001,2.0574,108.843537415
Ben Wallace,PF,2001,2.0574,108.843537415
John Wallace,SF,2001,2.032,102.040816327
Rasheed Wallace,PF,2001,2.0828,102.040816327
Charlie Ward,PG,2001,1.8796,86.167800454
Clarence Weatherspoon,SF,2001,1.9812,108.843537415
Chris Webber,PF,2001,2.0574,111.111111111
Bonzi Wells,SG,2001,1.9558,95.238095238
David Wesley,PG,2001,1.8288,86.167800454
Doug West,SG,2001,1.9812,90.702947846
Jahidi White,PF,2001,2.0574,131.519274376
Chris Whitney,PG,2001,1.8288,76.19047619
Aaron Williams,PF,2001,2.0574,99.77324263
Alvin Williams,PG,2001,1.9558,83.900226757
Eric Williams,SF,2001,2.032,99.77324263
Jason Williams,PG,2001,1.8542,86.167800454
Jerome Williams,SF,2001,2.0574,93.424036281
Jerome Williams,SF,2001,2.0574,93.424036281
Jerome Williams,SF,2001,2.0574,93.424036281
Monty Williams,SF,2001,2.032,102.040816327
Scott Williams,PF,2001,2.0828,104.308390023
Shammond Williams,PG,2001,1.8542,91.156462585
Walt Williams,SF,2001,2.032,99.319727891
Corliss Williamson,SF,2001,2.0066,111.111111111
Corliss Williamson,SF,2001,2.0066,111.111111111
Corliss Williamson,SF,2001,2.0066,111.111111111
Kevin Willis,PF,2001,2.1336,99.77324263
Kevin Willis,PF,2001,2.1336,99.77324263
Kevin Willis,PF,2001,2.1336,99.77324263
David Wingate,SG,2001,1.9558,83.900226757
Ruben Wolkowyski,SF,2001,2.0828,122.448979592
Metta World,,2001,,
Lorenzen Wright,PF,2001,2.1082,102.040816327
Wang Zhizhi,C,2001,2.1336,115.646258503
,,,,
Tariq Abdul-Wahad,SF,2002,1.9812,101.133786848
Tariq Abdul-Wahad,SF,2002,1.9812,101.133786848
Tariq Abdul-Wahad,SF,2002,1.9812,101.133786848
Shareef Abdur-Rahim,SF,2002,2.0574,102.040816327
Courtney Alexander,PG,2002,1.9558,92.970521542
Victor Alexander,PF,2002,2.0574,120.181405896
Malik Allen,PF,2002,2.0828,115.646258503
Ray Allen,PG,2002,1.9558,92.970521542
Rafer Alston,PG,2002,1.8796,77.551020408
John Amaechi,PF,2002,2.0828,122.448979592
Chris Andersen,PF,2002,2.0828,111.111111111
Derek Anderson,PG,2002,1.9558,87.98185941
Kenny Anderson,PG,2002,1.8288,76.19047619
Nick Anderson,SF,2002,1.9812,92.970521542
Shandon Anderson,SF,2002,1.9812,94.33106576
Greg Anthony,PG,2002,1.8288,79.818594104
Greg Anthony,PG,2002,1.8288,79.818594104
Greg Anthony,PG,2002,1.8288,79.818594104
Gilbert Arenas,PG,2002,1.905,86.621315193
Brandon Armstrong,PG,2002,1.9558,85.260770975
Darrell Armstrong,PG,2002,1.8288,77.097505669
Carlos Arroyo,PG,2002,1.8796,91.609977324
Carlos Arroyo,PG,2002,1.8796,91.609977324
Carlos Arroyo,PG,2002,1.8796,91.609977324
Chucky Atkins,PG,2002,1.8034,72.562358277
Stacey Augmon,SF,2002,2.032,92.970521542
Isaac Austin,C,2002,2.0828,115.646258503
William Avery,PG,2002,1.8796,89.342403628
Dalibor Bagaric,C,2002,2.159,115.646258503
Vin Baker,SF,2002,2.1082,105.215419501
Erick Barkley,PG,2002,1.8542,80.272108844
Dana Barros,PG,2002,1.8034,73.922902494
Brent Barry,PG,2002,1.9812,83.900226757
Jon Barry,PG,2002,1.9304,88.43537415
Mengke Bateer,C,2002,2.1082,131.519274376
Tony Battie,PF,2002,2.1082,104.308390023
Shane Battier,SF,2002,2.032,99.77324263
Charlie Bell,PG,2002,1.905,90.702947846
Charlie Bell,PG,2002,1.905,90.702947846
Charlie Bell,PG,2002,1.905,90.702947846
Raja Bell,PG,2002,1.9558,92.517006803
Jonathan Bender,SF,2002,2.1082,91.609977324
Travis Best,PG,2002,1.8034,82.53968254
Travis Best,PG,2002,1.8034,82.53968254
Travis Best,PG,2002,1.8034,82.53968254
Mike Bibby,PG,2002,1.8542,86.167800454
Chauncey Billups,PG,2002,1.905,91.609977324
Mookie Blaylock,PG,2002,1.8288,81.632653061
Corie Blount,SF,2002,2.0574,108.843537415
Mark Blount,C,2002,2.1336,104.308390023
Calvin Booth,C,2002,2.1082,104.308390023
Ruben Boumtje-Boumtje,C,2002,2.1336,116.553287982
Cal Bowdler,SF,2002,2.0828,111.111111111
Bruce Bowen,SF,2002,2.0066,83.900226757
Ryan Bowen,SF,2002,2.0066,97.505668934
Ira Bowman,PG,2002,1.9558,88.43537415
Earl Boykins,PG,2002,1.651,61.224489796
Michael Bradley,PF,2002,2.0828,111.111111111
Shawn Bradley,C,2002,2.286,106.575963719
Elton Brand,SF,2002,2.032,124.716553288
Terrell Brandon,PG,2002,1.8034,81.632653061
Jamison Brewer,PG,2002,1.9304,83.446712018
Primoz Brezec,C,2002,2.1844,114.285714286
Chucky Brown,SF,2002,2.0066,97.052154195
Damone Brown,SF,2002,2.0574,90.702947846
Dee Brown,PG,2002,1.8542,72.562358277
Ernest Brown,C,2002,2.1336,110.657596372
Kedrick Brown,PG,2002,2.0066,100.680272109
Kwame Brown,SF,2002,2.1082,122.448979592
P.J. Brown,PF,2002,2.1082,102.040816327
Randy Brown,PG,2002,1.8796,86.167800454
Tierre Brown,PG,2002,1.8796,85.714285714
Rick Brunson,PG,2002,1.9304,86.167800454
Kobe Bryant,SG,2002,1.9812,96.145124717
Mark Bryant,PF,2002,2.0574,111.111111111
Greg Buckner,PG,2002,1.9304,95.238095238
Jud Buechler,SF,2002,1.9812,99.77324263
Jud Buechler,SF,2002,1.9812,99.77324263
Jud Buechler,SF,2002,1.9812,99.77324263
Rodney Buford,SG,2002,1.9558,85.714285714
Matt Bullard,SF,2002,2.0828,97.505668934
Mitchell Butler,SG,2002,1.9558,95.238095238
Jason Caffey,SF,2002,2.032,115.646258503
Marcus Camby,PF,2002,2.1082,99.77324263
Elden Campbell,C,2002,2.1082,97.505668934
Brian Cardinal,SF,2002,2.032,111.111111111
Anthony Carter,PG,2002,1.8542,86.167800454
Vince Carter,SG,2002,1.9812,99.77324263
Sam Cassell,PG,2002,1.905,83.900226757
Kelvin Cato,C,2002,2.1082,115.646258503
Tyson Chandler,C,2002,2.159,108.843537415
Calbert Cheaney,SG,2002,2.0066,94.784580499
Chris Childs,PG,2002,1.905,88.43537415
Doug Christie,SG,2002,1.9812,90.702947846
Keon Clark,PF,2002,2.1082,99.77324263
Speedy Claxton,PG,2002,1.8034,75.283446712
Mateen Cleaves,PG,2002,1.8796,92.970521542
Derrick Coleman,SF,2002,2.0828,104.308390023
Bimbo Coles,PG,2002,1.8542,81.632653061
Jason Collier,C,2002,2.1336,117.9138322
Jarron Collins,PF,2002,2.1082,115.646258503
Jason Collins,C,2002,2.1336,115.646258503
Chris Crawford,SF,2002,2.0574,106.575963719
Jamal Crawford,PG,2002,1.9558,90.702947846
Joe Crispin,PG,2002,1.8288,83.900226757
Joe Crispin,PG,2002,1.8288,83.900226757
Joe Crispin,PG,2002,1.8288,83.900226757
Austin Croshere,SF,2002,2.0574,106.575963719
John Crotty,PG,2002,1.8542,83.900226757
Vonteego Cummings,PG,2002,1.905,83.900226757
Dell Curry,PG,2002,1.9304,86.167800454
Eddy Curry,C,2002,2.1336,133.786848073
Michael Curry,SF,2002,1.9558,95.238095238
Samuel Dalembert,C,2002,2.1082,115.646258503
Erick Dampier,C,2002,2.1082,120.181405896
Antonio Daniels,PG,2002,1.9304,88.43537415
Antonio Davis,PF,2002,2.0574,97.505668934
Baron Davis,PG,2002,1.905,94.784580499
Dale Davis,PF,2002,2.1082,104.308390023
Emanual Davis,PG,2002,1.9304,88.43537415
Hubert Davis,PG,2002,1.9558,82.993197279
Ricky Davis,PG,2002,1.9812,88.43537415
Andrew DeClercq,PF,2002,2.0828,104.308390023
Vinny Del,,2002,,
Tony Delk,PG,2002,1.8542,85.714285714
Tony Delk,PG,2002,1.8542,85.714285714
Tony Delk,PG,2002,1.8542,85.714285714
Derrick Dial,PG,2002,1.9304,83.446712018
Derrick Dial,PG,2002,1.9304,83.446712018
Derrick Dial,PG,2002,1.9304,83.446712018
Michael Dickerson,SG,2002,1.9558,86.167800454
DeSagana Diop,C,2002,2.1336,136.054421769
Vlade Divac,C,2002,2.159,110.204081633
Michael Doleac,C,2002,2.1082,118.820861678
Keyon Dooling,PG,2002,1.905,88.888888889
Bryce Drew,PG,2002,1.8796,83.900226757
Predrag Drobnjak,C,2002,2.1082,122.448979592
Chris Dudley,C,2002,2.1082,106.575963719
Tim Duncan,PF,2002,2.1082,113.378684807
Howard Eisley,PG,2002,1.8796,80.272108844
Obinna Ekezie,PF,2002,2.0574,122.448979592
LaPhonso Ellis,SF,2002,2.032,108.843537415
Evan Eschmeyer,C,2002,2.1082,115.646258503
Maurice Evans,PG,2002,1.9558,99.77324263
Patrick Ewing*,,2002,,
Danny Ferry,SF,2002,2.0828,104.308390023
Michael Finley,SG,2002,2.0066,97.505668934
Derek Fisher,PG,2002,1.8542,90.702947846
Marcus Fizer,SF,2002,2.0574,118.820861678
Isaac Fontaine,PG,2002,1.9304,95.238095238
Alton Ford,SF,2002,2.0574,124.716553288
Joseph Forte,PG,2002,1.9304,87.98185941
Danny Fortson,SF,2002,2.0066,117.9138322
Greg Foster,PF,2002,2.1082,108.843537415
Jeff Foster,PF,2002,2.1082,107.029478458
Antonis Fotsis,SF,2002,2.0828,99.319727891
Tremaine Fowlkes,SF,2002,2.032,99.77324263
Rick Fox,SF,2002,2.0066,104.308390023
Adonal Foyle,C,2002,2.0828,113.378684807
Steve Francis,PG,2002,1.905,88.43537415
Lawrence Funderburke,SF,2002,2.0574,104.308390023
Kevin Garnett,PF,2002,2.1082,108.843537415
Dean Garrett,C,2002,2.0828,102.040816327
Dean Garrett,C,2002,2.0828,102.040816327
Dean Garrett,C,2002,2.0828,102.040816327
Pat Garrity,SF,2002,2.0574,107.936507937
Pau Gasol,PF,2002,2.1336,113.378684807
Chris Gatling,PF,2002,2.0828,99.77324263
Matt Geiger,C,2002,2.1336,110.204081633
Devean George,SG,2002,2.032,99.77324263
Eddie Gill,PG,2002,1.8288,86.167800454
Kendall Gill,PG,2002,1.9558,88.43537415
Dion Glover,PG,2002,1.9558,103.401360544
Steve Goodrich,SF,2002,2.0828,99.77324263
Brian Grant,SF,2002,2.0574,115.192743764
Horace Grant,PF,2002,2.0828,97.505668934
Adrian Griffin,SG,2002,1.9558,98.412698413
Eddie Griffin,PF,2002,2.0828,99.77324263
Tom Gugliotta,SF,2002,2.0828,108.843537415
A.J. Guyton,PG,2002,1.8542,81.632653061
Darvin Ham,SF,2002,2.0066,99.77324263
Richard Hamilton,SG,2002,1.9812,83.900226757
Tang Hamilton,SF,2002,2.032,99.77324263
Zendon Hamilton,PF,2002,2.1082,113.378684807
Anfernee Hardaway,SG,2002,2.0066,88.43537415
Tim Hardaway,PG,2002,1.8288,79.365079365
Tim Hardaway,PG,2002,1.8288,79.365079365
Tim Hardaway,PG,2002,1.8288,79.365079365
Matt Harpring,SF,2002,2.0066,104.761904762
Al Harrington,SF,2002,2.0574,104.308390023
Othella Harrington,PF,2002,2.0574,106.575963719
Lucious Harris,PG,2002,1.9558,86.167800454
Jason Hart,PG,2002,1.905,83.900226757
Antonio Harvey,PF,2002,2.1082,102.040816327
Donnell Harvey,SF,2002,2.032,99.77324263
Donnell Harvey,SF,2002,2.032,99.77324263
Donnell Harvey,SF,2002,2.032,99.77324263
Trenton Hassell,PG,2002,1.9558,90.702947846
Kirk Haston,SF,2002,2.0574,109.750566893
Brendan Haywood,C,2002,2.1336,121.541950113
Alan Henderson,SF,2002,2.0574,106.575963719
Cedric Henderson,SF,2002,2.032,95.238095238
Grant Hill,SF,2002,2.032,102.040816327
Tyrone Hill,SF,2002,2.0574,108.843537415
Fred Hoiberg,PG,2002,1.9304,92.063492063
Robert Horry,SF,2002,2.0574,99.77324263
Eddie House,PG,2002,1.8542,81.632653061
Allan Houston,PG,2002,1.9812,90.702947846
Juwan Howard,SF,2002,2.0574,108.843537415
Juwan Howard,SF,2002,2.0574,108.843537415
Juwan Howard,SF,2002,2.0574,108.843537415
Troy Hudson,PG,2002,1.8542,77.097505669
Larry Hughes,PG,2002,1.9558,83.446712018
Lindsey Hunter,PG,2002,1.8796,77.097505669
Steven Hunter,C,2002,2.1336,99.77324263
Zydrunas Ilgauskas,C,2002,2.2098,107.936507937
Allen Iverson*,,2002,,
Bobby Jackson,PG,2002,1.8542,83.900226757
Jaren Jackson,SG,2002,1.9304,86.167800454
Jermaine Jackson,PG,2002,1.9304,92.517006803
Jim Jackson,PG,2002,1.9812,99.77324263
Marc Jackson,C,2002,2.0828,122.448979592
Marc Jackson,C,2002,2.0828,122.448979592
Marc Jackson,C,2002,2.0828,122.448979592
Mark Jackson,PG,2002,1.8542,81.632653061
Stephen Jackson,SF,2002,2.032,98.866213152
Jerome James,C,2002,2.1336,136.054421769
Mike James,PG,2002,1.8796,85.260770975
Tim James,SF,2002,2.0066,96.145124717
Antawn Jamison,SF,2002,2.032,101.133786848
Harold Jamison,SF,2002,2.032,117.9138322
Richard Jefferson,SF,2002,2.0066,105.66893424
Anthony Johnson,PG,2002,1.905,86.167800454
Avery Johnson,PG,2002,1.778,79.365079365
Avery Johnson,PG,2002,1.778,79.365079365
Avery Johnson,PG,2002,1.778,79.365079365
DerMarr Johnson,SF,2002,2.0574,91.156462585
Ervin Johnson,C,2002,2.1082,111.111111111
Joe Johnson,SG,2002,2.0066,108.843537415
Joe Johnson,SG,2002,2.0066,108.843537415
Joe Johnson,SG,2002,2.0066,108.843537415
Alvin Jones,C,2002,2.1082,120.181405896
Damon Jones,PG,2002,1.905,83.900226757
Eddie Jones,SG,2002,1.9812,86.167800454
Jumaine Jones,SF,2002,2.032,98.866213152
Popeye Jones,SF,2002,2.032,113.378684807
Michael Jordan*,,2002,,
Shawn Kemp,PF,2002,2.0828,104.308390023
Steve Kerr,PG,2002,1.905,79.365079365
Jason Kidd,PG,2002,1.9304,92.970521542
Andrei Kirilenko,SF,2002,2.0574,99.77324263
Kerry Kittles,PG,2002,1.9558,81.179138322
Brevin Knight,PG,2002,1.778,78.458049887
Travis Knight,C,2002,2.1336,106.575963719
Toni Kukoc,SF,2002,2.0828,87.074829932
Christian Laettner,PF,2002,2.1082,106.575963719
Raef LaFrentz,PF,2002,2.1082,108.843537415
Raef LaFrentz,PF,2002,2.1082,108.843537415
Raef LaFrentz,PF,2002,2.1082,108.843537415
Trajan Langdon,PG,2002,1.905,89.342403628
Dan Langhi,SF,2002,2.1082,99.77324263
Rusty LaRue,PG,2002,1.8796,95.238095238
Voshon Lenard,PG,2002,1.9304,92.970521542
Quincy Lewis,SF,2002,2.0066,97.505668934
Rashard Lewis,SF,2002,2.0828,97.505668934
Randy Livingston,PG,2002,1.9304,94.784580499
Art Long,SF,2002,2.0574,113.378684807
Grant Long,SF,2002,2.032,102.040816327
Felipe Lopez,PG,2002,1.9558,90.249433107
Tyronn Lue,PG,2002,1.8288,79.365079365
George Lynch,SF,2002,2.032,98.866213152
Todd MacCulloch,C,2002,2.1336,126.984126984
Sam Mack,SF,2002,2.0066,99.77324263
Mark Madsen,SF,2002,2.0574,108.843537415
Corey Maggette,SF,2002,1.9812,98.866213152
Jamaal Magloire,C,2002,2.1082,117.46031746
Dan Majerle,SG,2002,1.9812,97.505668934
Karl Malone*,,2002,,
Danny Manning,PF,2002,2.0828,104.308390023
Stephon Marbury,PG,2002,1.8796,81.632653061
Shawn Marion,SF,2002,2.0066,99.77324263
Sean Marks,PF,2002,2.0828,113.378684807
Donny Marshall,SF,2002,2.0066,104.308390023
Donyell Marshall,SF,2002,2.0574,98.866213152
Darrick Martin,PG,2002,1.8034,77.097505669
Kenyon Martin,SF,2002,2.0574,106.12244898
Jamal Mashburn,SF,2002,2.032,108.843537415
Anthony Mason,SF,2002,2.0066,113.378684807
Desmond Mason,SF,2002,2.0066,101.587301587
Tony Massenburg,SF,2002,2.0574,99.77324263
Walter McCarty,SF,2002,2.0828,104.308390023
Amal McCaskill,PF,2002,2.1082,106.575963719
George McCloud,SG,2002,1.9812,92.970521542
Jelani McCoy,C,2002,2.0828,111.111111111
Antonio McDyess,PF,2002,2.0574,99.77324263
Tracy McGrady,SF,2002,2.032,95.238095238
Jeff McInnis,PG,2002,1.9304,86.167800454
Derrick McKey,PF,2002,2.0574,92.970521542
Aaron McKie,PG,2002,1.9558,94.784580499
Stanislav Medvedenko,SF,2002,2.0828,113.378684807
Ron Mercer,SG,2002,2.0066,95.238095238
Ron Mercer,SG,2002,2.0066,95.238095238
Ron Mercer,SG,2002,2.0066,95.238095238
Chris Mihm,C,2002,2.1336,120.181405896
Darius Miles,SF,2002,2.0574,95.238095238
Andre Miller,PG,2002,1.905,90.702947846
Brad Miller,C,2002,2.1082,110.657596372
Brad Miller,C,2002,2.1082,110.657596372
Brad Miller,C,2002,2.1082,110.657596372
Mike Miller,SF,2002,2.032,98.866213152
Reggie Miller*,,2002,,
Chris Mills,SF,2002,1.9812,97.505668934
Sam Mitchell,SF,2002,1.9812,95.238095238
Cuttino Mobley,PG,2002,1.9304,86.167800454
Nazr Mohammed,C,2002,2.0828,100.22675737
Jerome Moiso,PF,2002,2.0828,106.575963719
Eric Montross,C,2002,2.1336,122.448979592
Mikki Moore,C,2002,2.1082,102.040816327
Terence Morris,SF,2002,2.0574,100.22675737
Hanno Mottola,C,2002,2.1082,112.01814059
Alonzo Mourning*,,2002,,
Troy Murphy,PF,2002,2.1082,111.111111111
Lamond Murray,SF,2002,2.0066,107.029478458
Tracy Murray,SF,2002,2.0066,102.040816327
Dikembe Mutombo*,,2002,,
Mamadou N'Diaye,C,2002,2.1336,115.646258503
Lee Nailon,SF,2002,2.0574,107.936507937
Eduardo Najera,SF,2002,2.032,108.843537415
Steve Nash,PG,2002,1.905,88.43537415
Tyrone Nesby,SF,2002,1.9812,102.040816327
Rasho Nesterovic,C,2002,2.1336,112.471655329
Ira Newble,SF,2002,2.0066,99.77324263
Johnny Newman,SF,2002,2.0066,86.167800454
Moochie Norris,PG,2002,1.8542,79.365079365
Dirk Nowitzki,SF,2002,2.1336,111.111111111
Jermaine O'Neal,PF,2002,2.1082,102.494331066
Shaquille O'Neal*,,2002,,
Charles Oakley,PF,2002,2.032,102.040816327
Lamar Odom,SF,2002,2.0828,99.77324263
Hakeem Olajuwon*,,2002,,
Dean Oliver,PG,2002,1.8034,81.632653061
Kevin Ollie,PG,2002,1.9304,88.43537415
Kevin Ollie,PG,2002,1.9304,88.43537415
Kevin Ollie,PG,2002,1.9304,88.43537415
Michael Olowokandi,C,2002,2.1336,121.995464853
Greg Ostertag,C,2002,2.1844,126.984126984
Bo Outlaw,SF,2002,2.032,95.238095238
Bo Outlaw,SF,2002,2.032,95.238095238
Bo Outlaw,SF,2002,2.032,95.238095238
Doug Overton,PG,2002,1.905,86.167800454
Olumide Oyedeji,C,2002,2.0828,108.843537415
Robert Pack,PG,2002,1.8796,81.632653061
