name,position,year,height,weight
Eddy Curry,C,2012,2.1336,133.786848073
Stephen Curry,PG,2012,1.905,86.167800454
Samuel Dalembert,C,2012,2.1082,115.646258503
Erick Dampier,C,2012,2.1082,120.181405896
Marquis Daniels,SG,2012,1.9812,90.702947846
Baron Davis,PG,2012,1.905,94.784580499
Ed Davis,SF,2012,2.0828,108.843537415
Glen Davis,PF,2012,2.0574,131.065759637
Josh Davis,SF,2012,2.032,106.575963719
Eric Dawson,SF,2012,2.0574,113.378684807
Austin Daye,SF,2012,2.1082,99.77324263
Carlos Delfino,PG,2012,1.9812,104.308390023
Luol Deng,SF,2012,2.0574,99.77324263
Justin Dentmon,PG,2012,1.8034,83.900226757
Justin Dentmon,PG,2012,1.8034,83.900226757
Justin Dentmon,PG,2012,1.8034,83.900226757
DeMar DeRozan,SG,2012,2.0066,100.22675737
Boris Diaw,PF,2012,2.032,113.378684807
Boris Diaw,PF,2012,2.032,113.378684807
Boris Diaw,PF,2012,2.032,113.378684807
Ike Diogu,SF,2012,2.032,113.378684807
DeSagana Diop,C,2012,2.1336,136.054421769
Keyon Dooling,PG,2012,1.905,88.888888889
Toney Douglas,PG,2012,1.8796,88.43537415
Goran Dragic,PG,2012,1.905,86.167800454
Jared Dudley,SF,2012,2.0066,102.040816327
Chris Duhon,PG,2012,1.8542,83.900226757
Tim Duncan,PF,2012,2.1082,113.378684807
Mike Dunleavy,PG,2012,1.905,81.632653061
Kevin Durant,SF,2012,2.0574,108.843537415
Jerome Dyson,PG,2012,1.905,81.632653061
Devin Ebanks,SF,2012,2.0574,97.505668934
Wayne Ellington,PG,2012,1.9304,90.702947846
Monta Ellis,PG,2012,1.905,83.900226757
Monta Ellis,PG,2012,1.905,83.900226757
Monta Ellis,PG,2012,1.905,83.900226757
Francisco Elson,C,2012,2.1336,106.575963719
Andre Emmett,SF,2012,1.9558,104.308390023
Semih Erden,C,2012,2.1336,108.843537415
Jeremy Evans,SF,2012,2.0574,90.702947846
Maurice Evans,PG,2012,1.9558,99.77324263
Reggie Evans,SF,2012,2.032,111.111111111
Tyreke Evans,SG,2012,1.9812,99.77324263
Christian Eyenga,SF,2012,1.9558,95.238095238
Christian Eyenga,SF,2012,1.9558,95.238095238
Christian Eyenga,SF,2012,1.9558,95.238095238
Kenneth Faried,SF,2012,2.032,103.401360544
Jordan Farmar,PG,2012,1.8796,81.632653061
Derrick Favors,PF,2012,2.0828,120.181405896
Raymond Felton,PG,2012,1.8542,92.970521542
Rudy Fernandez,PG,2012,1.9812,83.900226757
Kyrylo Fesenko,C,2012,2.159,130.612244898
Landry Fields,SF,2012,2.0066,95.238095238
Derek Fisher,PG,2012,1.8542,90.702947846
Derek Fisher,PG,2012,1.8542,90.702947846
Derek Fisher,PG,2012,1.8542,90.702947846
Jonny Flynn,PG,2012,1.8288,83.900226757
Jonny Flynn,PG,2012,1.8288,83.900226757
Jonny Flynn,PG,2012,1.8288,83.900226757
Jeff Foote,C,2012,2.1336,120.181405896
Gary Forbes,SF,2012,2.0066,99.77324263
T.J. Ford,PG,2012,1.8288,74.829931973
Courtney Fortson,PG,2012,1.8034,83.900226757
Courtney Fortson,PG,2012,1.8034,83.900226757
Courtney Fortson,PG,2012,1.8034,83.900226757
Jeff Foster,PF,2012,2.1082,107.029478458
Randy Foye,PG,2012,1.9304,96.598639456
Jimmer Fredette,PG,2012,1.8796,88.43537415
Channing Frye,PF,2012,2.1082,115.646258503
Dan Gadzuric,C,2012,2.1082,108.843537415
Sundiata Gaines,PG,2012,1.8542,83.900226757
Danilo Gallinari,SF,2012,2.0828,102.040816327
Francisco Garcia,SF,2012,2.0066,88.43537415
Kevin Garnett,PF,2012,2.1082,108.843537415
Marc Gasol,C,2012,2.159,115.646258503
Pau Gasol,PF,2012,2.1336,113.378684807
Rudy Gay,SF,2012,2.032,104.308390023
Alonzo Gee,PG,2012,1.9812,102.040816327
Paul George,SF,2012,2.0574,99.77324263
Daniel Gibson,PG,2012,1.8796,86.167800454
Taj Gibson,SF,2012,2.0574,102.040816327
Manu Ginobili,PG,2012,1.9812,92.970521542
Mickell Gladness,C,2012,2.1082,99.77324263
Mickell Gladness,C,2012,2.1082,99.77324263
Mickell Gladness,C,2012,2.1082,99.77324263
Ryan Gomes,SF,2012,2.0066,113.378684807
Drew Gooden,SF,2012,2.0828,113.378684807
Ben Gordon,PG,2012,1.905,90.702947846
Eric Gordon,PG,2012,1.9304,97.505668934
Marcin Gortat,PF,2012,2.1082,108.843537415
Andrew Goudelock,PG,2012,1.905,90.702947846
Danny Granger,SF,2012,2.0574,100.680272109
Aaron Gray,C,2012,2.1336,122.448979592
Danny Green,SG,2012,1.9812,97.505668934
Gerald Green,SG,2012,2.0066,92.970521542
Willie Green,PG,2012,1.9304,90.702947846
Donte Greene,SF,2012,2.1082,102.494331066
Blake Griffin,SF,2012,2.0828,113.832199546
Hamed Haddadi,C,2012,2.1844,115.192743764
Jordan Hamilton,SG,2012,2.0066,99.77324263
Richard Hamilton,SG,2012,1.9812,83.900226757
Tyler Hansbrough,SF,2012,2.0574,113.378684807
Luke Harangody,SF,2012,2.032,111.56462585
James Harden,PG,2012,1.9558,99.77324263
Justin Harper,SF,2012,2.0828,102.040816327
Josh Harrellson,C,2012,2.0828,124.716553288
Al Harrington,SF,2012,2.0574,104.308390023
Devin Harris,PG,2012,1.905,87.074829932
Manny Harris,PG,2012,1.9558,83.900226757
Terrel Harris,PG,2012,1.9558,86.167800454
Tobias Harris,SF,2012,2.0574,106.575963719
Udonis Haslem,PF,2012,2.032,106.575963719
Spencer Hawes,PF,2012,2.159,111.111111111
Chuck Hayes,PF,2012,1.9812,108.843537415
Gordon Hayward,SF,2012,2.032,102.494331066
Lazar Hayward,SF,2012,1.9812,102.040816327
Brendan Haywood,C,2012,2.1336,121.541950113
Gerald Henderson,PG,2012,1.8796,79.365079365
Xavier Henry,PG,2012,1.9812,99.77324263
Roy Hibbert,C,2012,2.1844,122.448979592
J.J. Hickson,PF,2012,2.0574,109.750566893
J.J. Hickson,PF,2012,2.0574,109.750566893
J.J. Hickson,PF,2012,2.0574,109.750566893
Cory Higgins,PG,2012,1.9558,81.632653061
Nene Hilario,PF,2012,2.1082,113.378684807
Nene Hilario,PF,2012,2.1082,113.378684807
Nene Hilario,PF,2012,2.1082,113.378684807
George Hill,PG,2012,1.905,85.260770975
Grant Hill,SF,2012,2.032,102.040816327
Jordan Hill,PF,2012,2.0828,106.575963719
Jordan Hill,PF,2012,2.0828,106.575963719
Jordan Hill,PF,2012,2.0828,106.575963719
Kirk Hinrich,PG,2012,1.9304,86.167800454
Darington Hobson,PG,2012,2.0066,95.238095238
Jrue Holiday,PG,2012,1.9304,92.970521542
Ryan Hollins,C,2012,2.1336,108.843537415
Ryan Hollins,C,2012,2.1336,108.843537415
Ryan Hollins,C,2012,2.1336,108.843537415
Tyler Honeycutt,SF,2012,2.032,85.260770975
Al Horford,PF,2012,2.0828,111.111111111
Dennis Horner,SF,2012,2.0574,104.308390023
Dwight Howard,C,2012,2.1082,120.181405896
Josh Howard,SF,2012,2.0066,95.238095238
Juwan Howard,SF,2012,2.0574,108.843537415
Lester Hudson,PG,2012,1.905,86.167800454
Lester Hudson,PG,2012,1.905,86.167800454
Lester Hudson,PG,2012,1.905,86.167800454
Larry Hughes,PG,2012,1.9558,83.446712018
Kris Humphries,PF,2012,2.0574,106.575963719
Serge Ibaka,PF,2012,2.0828,106.575963719
Andre Iguodala,SG,2012,1.9812,97.505668934
Ersan Ilyasova,SF,2012,2.0828,106.575963719
Kyrie Irving,PG,2012,1.905,87.528344671
Royal Ivey,PG,2012,1.905,90.702947846
Jarrett Jack,PG,2012,1.905,90.702947846
Reggie Jackson,PG,2012,1.905,94.33106576
Stephen Jackson,SF,2012,2.032,98.866213152
Stephen Jackson,SF,2012,2.032,98.866213152
Stephen Jackson,SF,2012,2.032,98.866213152
Damion James,SG,2012,2.0066,102.040816327
LeBron James,SF,2012,2.032,113.378684807
Mike James,PG,2012,1.8796,85.260770975
Antawn Jamison,SF,2012,2.032,101.133786848
Al Jefferson,PF,2012,2.0828,131.065759637
Richard Jefferson,SF,2012,2.0066,105.66893424
Richard Jefferson,SF,2012,2.0066,105.66893424
Richard Jefferson,SF,2012,2.0066,105.66893424
Jared Jeffries,SF,2012,2.1082,104.308390023
Charles Jenkins,PG,2012,1.905,99.77324263
Brandon Jennings,PG,2012,1.8542,77.097505669
Jonas Jerebko,SF,2012,2.0828,104.761904762
Yi Jianlian,SF,2012,2.1336,108.843537415
Amir Johnson,PF,2012,2.0574,108.843537415
Armon Johnson,PG,2012,1.905,88.43537415
Armon Johnson,PG,2012,1.905,88.43537415
Armon Johnson,PG,2012,1.905,88.43537415
Carldell Johnson,PG,2012,1.778,81.632653061
Chris Johnson,C,2012,2.1082,95.238095238
Chris Johnson,C,2012,2.1082,95.238095238
Chris Johnson,C,2012,2.1082,95.238095238
Ivan Johnson,SF,2012,2.032,104.308390023
JaJuan Johnson,SF,2012,2.0828,100.22675737
James Johnson,SF,2012,2.0574,113.378684807
Joe Johnson,SG,2012,2.0066,108.843537415
Trey Johnson,PG,2012,1.9558,98.866213152
Wesley Johnson,SF,2012,2.0066,97.505668934
Dahntay Jones,SG,2012,1.9812,102.040816327
Dominique Jones,PG,2012,1.9304,97.505668934
James Jones,SF,2012,2.032,98.866213152
Solomon Jones,SF,2012,2.0828,104.308390023
Solomon Jones,SF,2012,2.0828,104.308390023
Solomon Jones,SF,2012,2.0828,104.308390023
DeAndre Jordan,C,2012,2.1082,120.181405896
Jerome Jordan,C,2012,2.1336,114.739229025
Cory Joseph,PG,2012,1.905,87.528344671
Chris Kaman,C,2012,2.1336,120.181405896
Enes Kanter,C,2012,2.1082,111.111111111
Jason Kapono,SF,2012,2.032,96.598639456
D.J. Kennedy,SF,2012,1.9812,97.505668934
Jason Kidd,PG,2012,1.9304,92.970521542
Linas Kleiza,SF,2012,2.032,111.111111111
Brandon Knight,PG,2012,1.905,85.714285714
Kyle Korver,SG,2012,2.0066,96.145124717
Kosta Koufos,C,2012,2.1336,120.181405896
Carl Landry,SF,2012,2.0574,112.471655329
Ty Lawson,PG,2012,1.8034,88.43537415
Courtney Lee,PG,2012,1.9558,90.702947846
David Lee,SF,2012,2.0066,102.040816327
Malcolm Lee,PG,2012,1.9558,90.702947846
Kawhi Leonard,SF,2012,2.0066,104.308390023
Travis Leslie,PG,2012,1.9304,92.970521542
Jon Leuer,SF,2012,2.0828,103.401360544
Rashard Lewis,SF,2012,2.0828,97.505668934
DeAndre Liggins,PG,2012,1.9812,94.784580499
Jeremy Lin,PG,2012,1.905,90.702947846
Shaun Livingston,PG,2012,2.0066,87.074829932
Brook Lopez,C,2012,2.1336,124.716553288
Robin Lopez,C,2012,2.1336,115.646258503
Kevin Love,SF,2012,2.0828,113.832199546
Kyle Lowry,PG,2012,1.8288,92.970521542
John Lucas,PG,2012,1.905,79.365079365
Shelvin Mack,PG,2012,1.905,92.063492063
Vernon Macklin,SF,2012,2.0828,102.947845805
Corey Maggette,SF,2012,1.9812,98.866213152
Jamaal Magloire,C,2012,2.1082,117.46031746
Ian Mahinmi,C,2012,2.1082,113.378684807
Shawn Marion,SF,2012,2.0066,99.77324263
Cartier Martin,SF,2012,2.0066,99.77324263
Kenyon Martin,SF,2012,2.0574,106.12244898
Kevin Martin,PG,2012,2.0066,90.249433107
Roger Mason,PG,2012,1.9558,90.702947846
Wesley Matthews,PG,2012,1.9558,99.77324263
Jason Maxiell,SF,2012,2.0066,117.9138322
Eric Maynor,PG,2012,1.905,79.365079365
O.J. Mayo,PG,2012,1.9558,95.238095238
Luc Mbah,,2012,,
JaVale McGee,C,2012,2.1336,122.448979592
JaVale McGee,C,2012,2.1336,122.448979592
JaVale McGee,C,2012,2.1336,122.448979592
Tracy McGrady,SF,2012,2.032,95.238095238
Dominic McGuire,SF,2012,2.0574,99.77324263
Josh McRoberts,SF,2012,2.0828,108.843537415
Jodie Meeks,PG,2012,1.9304,95.238095238
C.J. Miles,SG,2012,1.9812,102.040816327
Darko Milicic,PF,2012,2.1336,113.378684807
Andre Miller,PG,2012,1.905,90.702947846
Brad Miller,C,2012,2.1082,110.657596372
Mike Miller,SF,2012,2.032,98.866213152
Patty Mills,PG,2012,1.8288,83.900226757
Paul Millsap,SF,2012,2.032,111.56462585
Nazr Mohammed,C,2012,2.0828,100.22675737
Greg Monroe,PF,2012,2.1082,120.181405896
Jamario Moon,SF,2012,2.032,92.970521542
E'Twaun Moore,PG,2012,1.9304,86.621315193
Mikki Moore,C,2012,2.1082,102.040816327
Darius Morris,PG,2012,1.9304,86.167800454
Marcus Morris,SF,2012,2.0574,106.575963719
Markieff Morris,SF,2012,2.0828,111.111111111
Anthony Morrow,PG,2012,1.9558,95.238095238
Timofey Mozgov,C,2012,2.159,124.716553288
Byron Mullens,C,2012,2.1336,124.716553288
Troy Murphy,PF,2012,2.1082,111.111111111
Hamady N'Diaye,C,2012,2.1336,106.575963719
Eduardo Najera,SF,2012,2.032,108.843537415
Steve Nash,PG,2012,1.905,88.43537415
Gary Neal,PG,2012,1.9304,95.238095238
Jameer Nelson,PG,2012,1.8288,86.167800454
Joakim Noah,C,2012,2.1082,104.308390023
Andres Nocioni,SF,2012,2.0066,102.040816327
Steve Novak,SF,2012,2.0828,102.040816327
Dirk Nowitzki,SF,2012,2.1336,111.111111111
Jermaine O'Neal,PF,2012,2.1082,102.494331066
Lamar Odom,SF,2012,2.0828,99.77324263
Emeka Okafor,PF,2012,2.0828,114.285714286
Mehmet Okur,PF,2012,2.1082,112.925170068
Daniel Orton,PF,2012,2.0828,115.646258503
Travis Outlaw,SF,2012,2.0574,95.238095238
Larry Owens,SF,2012,2.0066,95.238095238
Zaza Pachulia,C,2012,2.1082,122.448979592
Jannero Pargo,PG,2012,1.8542,79.365079365
Jeremy Pargo,PG,2012,1.8796,99.319727891
Anthony Parker,PG,2012,1.9812,97.505668934
Tony Parker,PG,2012,1.8796,83.900226757
Chandler Parsons,SF,2012,2.0828,104.308390023
Patrick Patterson,SF,2012,2.0574,104.308390023
Chris Paul,PG,2012,1.8288,79.365079365
Sasha Pavlovic,SG,2012,2.032,99.77324263
Nikola Pekovic,C,2012,2.1082,139.229024943
Kendrick Perkins,C,2012,2.0828,122.448979592
Johan Petro,C,2012,2.1336,112.01814059
Paul Pierce,SF,2012,2.0066,106.575963719
Mickael Pietrus,SG,2012,1.9812,97.505668934
Dexter Pittman,C,2012,2.1082,139.682539683
Quincy Pondexter,SG,2012,2.0066,99.77324263
A.J. Price,PG,2012,1.8796,82.0861678
Ronnie Price,PG,2012,1.8796,86.167800454
Tayshaun Prince,SF,2012,2.0574,96.145124717
Joel Przybilla,C,2012,2.159,115.646258503
Vladimir Radmanovic,SF,2012,2.0828,102.947845805
Anthony Randolph,SF,2012,2.0828,92.970521542
Zach Randolph,PF,2012,2.0574,117.9138322
Michael Redd,PG,2012,1.9812,99.77324263
J.J. Redick,PG,2012,1.9304,86.167800454
Ryan Reid,SF,2012,2.032,105.215419501
Jason Richardson,PG,2012,1.9812,99.77324263
Quentin Richardson,PG,2012,1.9812,101.133786848
Luke Ridnour,PG,2012,1.8796,79.365079365
Nate Robinson,PG,2012,1.7526,81.632653061
Rajon Rondo,PG,2012,1.8542,84.353741497
Derrick Rose,PG,2012,1.905,86.167800454
Ricky Rubio,PG,2012,1.9304,87.98185941
Brandon Rush,SG,2012,1.9812,99.77324263
Walker Russell,PG,2012,1.9558,88.43537415
John Salmons,PG,2012,2.0066,95.238095238
Samardo Samuels,SF,2012,2.0574,117.9138322
Larry Sanders,PF,2012,2.1082,106.575963719
Brian Scalabrine,SF,2012,2.0574,109.297052154
Luis Scola,SF,2012,2.0574,108.843537415
Thabo Sefolosha,SG,2012,2.0066,99.77324263
Josh Selby,PG,2012,1.8796,82.993197279
Kevin Seraphin,SF,2012,2.0574,129.25170068
Ramon Sessions,PG,2012,1.905,86.167800454
Ramon Sessions,PG,2012,1.905,86.167800454
Ramon Sessions,PG,2012,1.905,86.167800454
Iman Shumpert,PG,2012,1.9558,99.77324263
Xavier Silas,PG,2012,1.9558,92.970521542
Mike Dunleavy,SF,2011,2.0574,104.308390023
Patrick Ewing,SF,2011,2.032,106.575963719
Gerald Henderson,PG,2011,1.9558,97.505668934
Chris Johnson,SF,2011,1.9812,93.424036281
Chris Johnson,SF,2011,1.9812,93.424036281
Chris Johnson,SF,2011,1.9812,93.424036281
David Lee,SF,2011,2.0574,111.111111111
Reggie Williams,SF,2011,1.9812,92.970521542
Mike Dunleavy,SF,2012,2.0574,104.308390023
Gerald Henderson,PG,2012,1.9558,97.505668934
Mike James,PG,2012,1.8542,85.714285714
Chris Johnson,SF,2012,1.9812,93.424036281
Chris Johnson,SF,2012,1.9812,93.424036281
Chris Johnson,SF,2012,1.9812,93.424036281
David Lee,SF,2012,2.0574,111.111111111
Walker Russell,PG,2012,1.8288,77.097505669
Walker Russell,PG,1986,1.8288,77.097505669
Larry Drew,PG,1987,1.8796,81.632653061
Cedric Henderson,SF,1987,2.0066,97.505668934
Cedric Henderson,SF,1987,2.0066,97.505668934
Cedric Henderson,SF,1987,2.0066,97.505668934
Gerald Henderson,PG,1987,1.9558,97.505668934
Gerald Henderson,PG,1987,1.9558,97.505668934
Gerald Henderson,PG,1987,1.9558,97.505668934
Eddie Johnson,SF,1987,2.0066,97.505668934
Eddie Johnson,SF,1987,2.0066,97.505668934
Charles Jones,PG,1987,1.905,81.632653061
Larry Nance,SF,1987,2.0574,104.308390023
Jim Paxson,SG,1987,1.9812,90.702947846
Walker Russell,PG,1987,1.8288,77.097505669
Larry Drew,PG,1988,1.8796,81.632653061
Gerald Henderson,PG,1988,1.9558,97.505668934
Gerald Henderson,PG,1988,1.9558,97.505668934
Gerald Henderson,PG,1988,1.9558,97.505668934
Eddie Johnson,SF,1988,2.0066,97.505668934
Charles Jones,PG,1988,1.905,81.632653061
Charles Jones,PG,1988,1.905,81.632653061
Larry Nance,SF,1988,2.0574,104.308390023
Larry Nance,SF,1988,2.0574,104.308390023
Larry Nance,SF,1988,2.0574,104.308390023
Jim Paxson,SG,1988,1.9812,90.702947846
Jim Paxson,SG,1988,1.9812,90.702947846
Jim Paxson,SG,1988,1.9812,90.702947846
Walker Russell,PG,1988,1.8288,77.097505669
Reggie Williams,SF,1988,1.9812,92.970521542
Mark Davis,SG,1989,2.0066,95.238095238
Mark Davis,SG,1989,2.0066,95.238095238
Mark Davis,SG,1989,2.0066,95.238095238
Mike Dunleavy,SF,1989,2.0574,104.308390023
Bobby Simmons,SG,2012,2.0066,95.238095238
Chris Singleton,SF,2012,2.032,104.308390023
James Singleton,SF,2012,2.032,97.959183673
Brian Skinner,SF,2012,2.0574,115.646258503
Donald Sloan,PG,2012,1.905,92.970521542
Donald Sloan,PG,2012,1.905,92.970521542
Donald Sloan,PG,2012,1.905,92.970521542
Donald Sloan,PG,2012,1.905,92.970521542
Craig Smith,SF,2012,2.0066,113.378684807
Greg Smith,SF,2012,1.9558,88.43537415
Ish Smith,PG,2012,1.8288,79.365079365
Ish Smith,PG,2012,1.8288,79.365079365
Ish Smith,PG,2012,1.8288,79.365079365
J.R. Smith,SG,2012,1.9812,102.040816327
Jason Smith,PF,2012,2.1336,111.111111111
Jerry Smith,PG,2012,1.8796,86.167800454
Josh Smith,SF,2012,2.0574,102.040816327
Nolan Smith,PG,2012,1.8796,83.900226757
Marreese Speights,PF,2012,2.0828,115.646258503
Tiago Splitter,PF,2012,2.1082,111.111111111
Jerry Stackhouse,SG,2012,1.9812,98.866213152
Lance Stephenson,SG,2012,1.9558,104.308390023
DeShawn Stevenson,PG,2012,1.9558,95.238095238
Greg Stiemsma,C,2012,2.1082,117.9138322
Julyan Stone,PG,2012,1.9812,90.702947846
Amar'e Stoudemire,PF,2012,2.0828,111.111111111
Rodney Stuckey,PG,2012,1.9558,95.238095238
DaJuan Summers,SF,2012,2.032,104.308390023
Jeff Teague,PG,2012,1.8796,84.353741497
Sebastian Telfair,PG,2012,1.8288,74.829931973
Jason Terry,PG,2012,1.8796,83.900226757
Hasheem Thabeet,C,2012,2.2098,119.274376417
Hasheem Thabeet,C,2012,2.2098,119.274376417
Hasheem Thabeet,C,2012,2.2098,119.274376417
Isaiah Thomas,PG,2012,1.7526,83.900226757
Kurt Thomas,SF,2012,2.0574,104.308390023
Lance Thomas,SF,2012,2.032,106.575963719
Malcolm Thomas,SF,2012,2.0574,102.040816327
Tyrus Thomas,SF,2012,2.0574,97.505668934
Trey Thompkins,SF,2012,2.0828,111.111111111
Jason Thompson,PF,2012,2.1082,113.378684807
Klay Thompson,SG,2012,2.0066,97.505668934
Mychel Thompson,PG,2012,1.9812,95.691609977
Tristan Thompson,PF,2012,2.0574,107.936507937
Marcus Thornton,PG,2012,1.9304,92.970521542
Jamaal Tinsley,PG,2012,1.905,88.43537415
Anthony Tolliver,PF,2012,2.032,108.843537415
Ronny Turiaf,SF,2012,2.0828,112.925170068
Ronny Turiaf,SF,2012,2.0828,112.925170068
Ronny Turiaf,SF,2012,2.0828,112.925170068
Hedo Turkoglu,SF,2012,2.0828,99.77324263
Evan Turner,PG,2012,2.0066,99.77324263
Jeremy Tyler,C,2012,2.0828,117.9138322
Edwin Ubiles,PG,2012,1.9812,92.517006803
Ekpe Udoh,PF,2012,2.0828,108.843537415
Ekpe Udoh,PF,2012,2.0828,108.843537415
Ekpe Udoh,PF,2012,2.0828,108.843537415
Beno Udrih,PG,2012,1.905,92.970521542
Ben Uzoh,PG,2012,1.905,92.970521542
Ben Uzoh,PG,2012,1.905,92.970521542
Ben Uzoh,PG,2012,1.905,92.970521542
Anderson Varejao,PF,2012,2.0828,123.80952381
Greivis Vasquez,PG,2012,1.9812,98.412698413
Jan Vesely,SF,2012,2.1082,108.843537415
Charlie Villanueva,SF,2012,2.1082,105.215419501
Nikola Vucevic,C,2012,2.1336,117.9138322
Dwyane Wade,PG,2012,1.9304,99.77324263
Von Wafer,PG,2012,1.9558,95.238095238
Henry Walker,SF,2012,1.9812,99.77324263
Kemba Walker,PG,2012,1.8542,78.004535147
John Wall,PG,2012,1.9304,88.43537415
Ben Wallace,PF,2012,2.0574,108.843537415
Gerald Wallace,SF,2012,2.0066,97.505668934
Gerald Wallace,SF,2012,2.0066,97.505668934
Gerald Wallace,SF,2012,2.0066,97.505668934
Luke Walton,SF,2012,2.032,106.575963719
Luke Walton,SF,2012,2.032,106.575963719
Luke Walton,SF,2012,2.032,106.575963719
Hakim Warrick,SF,2012,2.0574,99.319727891
Darryl Watkins,C,2012,2.1082,117.006802721
C.J. Watson,PG,2012,1.8796,79.365079365
Earl Watson,PG,2012,1.8542,88.43537415
Martell Webster,SG,2012,2.0066,104.308390023
David West,SF,2012,2.0574,113.378684807
Delonte West,PG,2012,1.9304,81.632653061
Russell Westbrook,PG,2012,1.905,90.702947846
D.J. White,SF,2012,2.0574,113.832199546
Hassan Whiteside,C,2012,2.1336,120.181405896
Chris Wilcox,SF,2012,2.0828,100.22675737
Damien Wilkins,SF,2012,1.9812,102.040816327
Deron Williams,PG,2012,1.905,90.702947846
Derrick Williams,SF,2012,2.032,108.843537415
Elliot Williams,PG,2012,1.9558,86.167800454
Jordan Williams,SF,2012,2.0828,117.9138322
Lou Williams,PG,2012,1.8542,79.365079365
Marvin Williams,SF,2012,2.0574,107.482993197
Mo Williams,PG,2012,1.8542,89.795918367
Reggie Williams,SF,2012,2.0066,86.167800454
Sean Williams,PF,2012,2.0828,106.575963719
Sean Williams,PF,2012,2.0828,106.575963719
Sean Williams,PF,2012,2.0828,106.575963719
Shawne Williams,SF,2012,2.0574,102.040816327
Shelden Williams,SF,2012,2.0574,113.378684807
Terrence Williams,SF,2012,1.9812,99.77324263
Terrence Williams,SF,2012,1.9812,99.77324263
Terrence Williams,SF,2012,1.9812,99.77324263
Metta World,,2012,,
Brandan Wright,PF,2012,2.0828,95.238095238
Chris Wright,SF,2012,2.032,102.494331066
Dorell Wright,SF,2012,2.0574,92.970521542
Nick Young,SG,2012,2.0066,95.238095238
Nick Young,SG,2012,2.0066,95.238095238
Nick Young,SG,2012,2.0066,95.238095238
Sam Young,SF,2012,1.9812,99.77324263
Sam Young,SF,2012,1.9812,99.77324263
Sam Young,SF,2012,1.9812,99.77324263
Thaddeus Young,SF,2012,2.032,100.22675737
,,,,
Quincy Acy,SF,2013,2.0066,108.843537415
Jeff Adrien,SF,2013,2.0066,111.111111111
Arron Afflalo,PG,2013,1.9558,95.238095238
Josh Akognon,PG,2013,1.8034,83.900226757
Cole Aldrich,C,2013,2.1082,113.378684807
Cole Aldrich,C,2013,2.1082,113.378684807
Cole Aldrich,C,2013,2.1082,113.378684807
LaMarcus Aldridge,PF,2013,2.1082,117.9138322
Lavoy Allen,PF,2013,2.0574,117.9138322
Ray Allen,PG,2013,1.9558,92.970521542
Tony Allen,SG,2013,1.9304,96.598639456
Al-Farouq Aminu,SF,2013,2.0574,99.77324263
Lou Amundson,SF,2013,2.0574,99.77324263
Lou Amundson,SF,2013,2.0574,99.77324263
Lou Amundson,SF,2013,2.0574,99.77324263
Lou Amundson,SF,2013,2.0574,99.77324263
Chris Andersen,PF,2013,2.0828,111.111111111
Alan Anderson,SG,2013,1.9812,99.77324263
James Anderson,SG,2013,1.9812,96.598639456
James Anderson,SG,2013,1.9812,96.598639456
James Anderson,SG,2013,1.9812,96.598639456
Ryan Anderson,SF,2013,2.0828,108.843537415
Carmelo Anthony,SF,2013,2.032,108.843537415
Joel Anthony,C,2013,2.0574,111.111111111
Trevor Ariza,SF,2013,2.032,97.505668934
Darrell Arthur,SF,2013,2.0574,106.575963719
Omer Asik,C,2013,2.1336,115.646258503
D.J. Augustin,PG,2013,1.8288,82.993197279
Gustavo Ayon,C,2013,2.0828,113.378684807
Gustavo Ayon,C,2013,2.0828,113.378684807
Gustavo Ayon,C,2013,2.0828,113.378684807
Jeff Ayres,SF,2013,2.0574,108.843537415
Luke Babbitt,SF,2013,2.0574,102.040816327
Leandro Barbosa,PG,2013,1.905,87.98185941
J.J. Barea,PG,2013,1.8288,83.900226757
Andrea Bargnani,PF,2013,2.1336,111.111111111
Harrison Barnes,SF,2013,2.032,95.238095238
Matt Barnes,SF,2013,2.0066,102.494331066
Earl Barron,C,2013,2.1336,113.378684807
Earl Barron,C,2013,2.1336,113.378684807
Earl Barron,C,2013,2.1336,113.378684807
Will Barton,PG,2013,1.9812,79.365079365
Brandon Bass,SF,2013,2.032,113.378684807
Shane Battier,SF,2013,2.032,99.77324263
Nicolas Batum,SF,2013,2.032,90.702947846
Jerryd Bayless,PG,2013,1.905,90.702947846
Aron Baynes,C,2013,2.0828,117.9138322
Kent Bazemore,SG,2013,1.9558,91.156462585
Bradley Beal,PG,2013,1.9558,93.87755102
Michael Beasley,SF,2013,2.0574,106.575963719
Rodrigue Beaubois,PG,2013,1.8288,77.097505669
Marco Belinelli,SG,2013,1.9558,95.238095238
Patrick Beverley,PG,2013,1.8542,83.900226757
Andris Biedrins,C,2013,2.1082,108.843537415
Chauncey Billups,PG,2013,1.905,91.609977324
Bismack Biyombo,PF,2013,2.0574,115.646258503
DeJuan Blair,PF,2013,2.0066,122.448979592
Steve Blake,PG,2013,1.905,78.004535147
Andray Blatche,SF,2013,2.1082,106.575963719
Eric Bledsoe,PG,2013,1.8542,92.970521542
Keith Bogans,SG,2013,1.9558,97.505668934
Andrew Bogut,C,2013,2.1336,117.9138322
Matt Bonner,SF,2013,2.0828,106.575963719
Trevor Booker,SF,2013,2.032,103.401360544
Carlos Boozer,PF,2013,2.0574,117.006802721
Chris Bosh,PF,2013,2.1082,106.575963719
Avery Bradley,PG,2013,1.8796,81.632653061
